earthquake_date,latitude,key_2,longitude,decg,dbhg,decr,dbhr,mfig,mfir,mdig,mdir,time,magnitude
2022-05-21 21:50:48.047000,14.0187,2022-05-21,120.6494,0.116,0.0,0.023,0.0,87.9,22.4,0.22,0.028,,6.1
2022-05-19 10:13:31.625000,-54.132,2022-05-19,159.0545,0.284,0.0,0.099,0.0,125.3,32.0,0.059,0.049,,6.9
2022-05-10 23:06:32.368000,-23.496,2022-05-10,-66.6519,0.217,0.0,0.024,0.0,95.9,17.1,0.384,0.027,,6.8
2022-05-09 22:33:06.873000,-3.3591,2022-05-09,146.3506,0.109,0.0,0.029,0.0,84.1,18.0,0.194,0.026,,6.3
2022-05-09 06:23:02.067000,24.0406,2022-05-09,122.4888,0.093,0.0,0.026,0.0,84.7,16.3,0.133,0.022,,6.2
2022-05-05 08:21:15.666000,6.5295,2022-05-05,127.1315,0.133,0.0,0.021,0.0,90.2,43.5,0.269,0.019,,6.0
2022-04-28 13:21:13.122000,-3.9148,2022-04-28,146.6901,0.093,0.0,0.028,0.0,72.1,17.6,0.162,0.026,,6.1
2022-04-21 07:42:46.508000,11.5537,2022-04-21,-86.9604,0.12,0.0,0.028,0.0,87.4,14.3,0.158,0.021,,6.6
2022-04-20 21:57:43.018000,6.9686,2022-04-20,126.9241,0.133,0.0,0.02,0.0,90.0,43.3,0.27,0.019,,6.0
2022-04-19 01:23:07.057000,7.2852,2022-04-19,126.9533,0.133,0.0,0.02,0.0,90.0,42.8,0.27,0.019,,6.1
2022-04-17 07:46:35.635000,-15.7044,2022-04-17,167.8457,0.107,0.0,0.025,0.0,94.0,15.4,0.144,0.028,,6.1
2022-04-13 03:00:56.312000,-4.4297,2022-04-13,152.0242,0.144,0.0,0.027,0.0,110.5,17.7,0.251,0.026,,6.1
2022-04-09 20:52:38.456000,-16.3146,2022-04-09,166.8601,0.12,0.0,0.029,0.0,107.2,14.7,0.153,0.028,,6.3
2022-04-04 16:06:57.662000,-17.4723,2022-04-04,167.8625,0.101,0.0,0.031,0.0,90.3,14.4,0.125,0.028,,6.0
2022-03-31 19:50:40.985000,-22.6577,2022-03-31,170.8084,0.107,0.0,0.045,0.0,96.5,12.0,0.111,0.027,,6.4
2022-03-31 05:44:01.146000,-22.586,2022-03-31,170.3744,0.107,0.0,0.045,0.0,96.7,11.9,0.11,0.027,,7.0
2022-03-30 20:56:58.105000,-22.666,2022-03-30,170.3659,0.107,0.0,0.045,0.0,96.6,12.0,0.11,0.027,,6.9
2022-03-23 21:57:00.144000,-15.0687,2022-03-23,167.4522,0.127,0.0,0.024,0.0,110.5,15.6,0.172,0.028,,6.0
2022-03-22 17:41:38.584000,23.3839,2022-03-22,121.6118,0.111,0.0,0.026,0.0,100.4,16.6,0.161,0.022,,6.7
2022-03-22 16:35:08.019000,10.7447,2022-03-22,-43.382,0.13,0.0,0.023,0.0,73.8,24.7,0.246,0.028,,6.7
2022-03-20 18:10:43.285000,-28.659,2022-03-20,-177.3532,0.182,0.0,0.055,0.0,157.3,10.1,0.16,0.027,,6.0
2022-03-19 21:24:22.127000,-25.2976,2022-03-19,-176.2998,0.143,0.0,0.048,0.0,124.9,11.4,0.141,0.027,,6.3
2022-03-16 14:36:30.997000,37.7132,2022-03-16,141.5793,0.115,0.0,0.033,0.0,100.3,11.0,0.105,0.02,,7.3
2022-03-16 14:34:27.453000,37.6468,2022-03-16,141.6735,0.115,0.0,0.033,0.0,100.2,11.0,0.105,0.02,,6.0
2022-03-13 21:09:22.258000,-0.6294,2022-03-13,98.6259,0.129,0.0,0.032,0.0,104.2,25.6,0.237,0.023,,6.7
2022-03-13 21:05:49.469000,14.096,2022-03-13,119.3811,0.086,0.0,0.023,0.0,66.0,22.2,0.164,0.028,,6.4
2022-03-07 05:34:18.525000,-20.3752,2022-03-07,-178.4045,0.142,0.0,0.033,0.0,123.5,13.9,0.169,0.028,,6.1
2022-03-06 20:14:31.244000,-58.7315,2022-03-06,-24.9167,0.304,0.0,0.04,0.0,149.5,14.1,0.22,0.021,,6.0
2022-03-02 12:52:07.344000,-30.0751,2022-03-02,-177.7264,0.186,0.0,0.058,0.0,159.7,9.5,0.154,0.026,,6.6
2022-02-25 01:39:26.554000,0.219,2022-02-25,100.1006,0.128,0.0,0.031,0.0,102.2,27.9,0.24,0.022,,6.1
2022-02-22 06:12:50.740000,-22.6664,2022-02-22,-66.2663,0.18,0.0,0.027,0.0,78.8,17.4,0.326,0.027,,6.0
2022-02-21 23:24:13.721000,-69.7739,2022-02-21,165.3918,0.732,0.0,0.277,0.0,184.2,58.5,0.082,0.07,,6.3
2022-02-16 20:21:06.737000,-23.7682,2022-02-16,179.9981,0.171,0.0,0.185,0.0,150.6,38.8,0.175,0.048,,6.8
2022-02-16 07:12:22.847000,14.1476,2022-02-16,-91.3982,0.186,0.0,0.029,0.0,140.6,13.4,0.228,0.02,,6.2
2022-02-13 20:29:46.350000,11.7884,2022-02-13,144.2842,0.1,0.0,0.021,0.0,65.1,30.3,0.2,0.026,,6.0
2022-02-08 11:59:25.311000,-0.417,2022-02-08,-19.8913,0.2,0.0,0.024,0.0,116.2,17.1,0.333,0.027,,6.2
2022-02-04 20:25:09.549000,-48.033,2022-02-04,99.4949,0.33,0.0,0.08,0.0,150.7,28.1,0.076,0.032,,6.3
2022-02-03 15:58:57.367000,-4.4661,2022-02-03,-76.9283,0.166,0.0,0.023,0.0,82.5,24.3,0.32,0.028,,6.5
2022-02-01 19:25:10.031000,-7.483,2022-02-01,128.3132,0.115,0.0,0.021,0.0,102.0,17.0,0.178,0.027,,6.0
2022-01-29 02:46:39.588000,-29.5642,2022-01-29,-176.7217,0.158,0.0,0.057,0.0,135.7,9.8,0.134,0.027,,6.5
2022-01-28 11:14:09.293000,5.4966,2022-01-28,-82.5844,0.121,0.0,0.026,0.0,78.4,17.1,0.189,0.022,,6.0
2022-01-27 06:40:05.543000,-19.0992,2022-01-27,-176.3135,0.104,0.0,0.027,0.0,88.3,15.0,0.134,0.028,,6.2
2022-01-25 01:24:33.513000,-55.3696,2022-01-25,-28.7839,0.256,0.0,0.041,0.0,121.9,12.1,0.189,0.022,,6.0
2022-01-22 05:17:04.896000,53.2402,2022-01-22,-166.682,0.17,0.0,0.053,0.0,115.9,10.6,0.085,0.015,,6.2
2022-01-22 02:26:13.323000,3.6724,2022-01-22,126.6596,0.133,0.0,0.025,0.0,92.8,39.7,0.265,0.018,,6.0
2022-01-21 16:08:37.210000,32.7282,2022-01-21,132.0386,0.105,0.0,0.03,0.0,96.0,12.6,0.111,0.02,,6.3
2022-01-16 12:52:08.025000,-6.4492,2022-01-16,154.8224,0.145,0.0,0.023,0.0,115.3,17.1,0.243,0.027,,6.1
2022-01-14 09:05:41.461000,-6.86,2022-01-14,105.2887,0.088,0.0,0.021,0.0,80.4,17.0,0.133,0.027,,6.6
2022-01-11 12:39:32.454000,52.5791,2022-01-11,-168.3275,0.16,0.0,0.051,0.0,110.7,10.3,0.083,0.015,,6.6
2022-01-11 11:35:43.674000,52.3415,2022-01-11,-167.7554,0.159,0.0,0.051,0.0,110.6,10.2,0.083,0.015,,6.8
2022-01-11 01:07:48.064000,35.2267,2022-01-11,31.9435,0.12,0.0,0.032,0.0,100.7,11.3,0.108,0.02,,6.6
2022-01-10 00:06:30.834000,-33.7823,2022-01-10,179.574,0.17,0.0,0.14,0.0,140.8,28.1,0.115,0.041,,6.2
2022-01-07 17:45:30.809000,37.8283,2022-01-07,101.29,0.115,0.0,0.035,0.0,105.4,10.2,0.084,0.02,,6.6
2022-01-06 16:25:05.973000,11.9367,2022-01-06,-87.1371,0.129,0.0,0.028,0.0,94.2,14.2,0.168,0.021,,6.1
2022-01-04 20:55:46.858000,-4.8065,2022-01-04,125.0808,0.088,0.0,0.025,0.0,74.4,17.2,0.146,0.027,,6.0
2022-01-03 09:46:35.767000,24.0079,2022-01-03,122.2592,0.092,0.0,0.026,0.0,83.9,16.3,0.132,0.022,,6.2
2022-01-03 02:09:44.647000,-13.1864,2022-01-03,166.8148,0.105,0.0,0.021,0.0,89.4,16.3,0.153,0.028,,6.0
2021-12-29 18:25:51.962000,-7.5482,2021-12-29,127.5773,0.112,0.0,0.021,0.0,99.0,17.0,0.173,0.027,,7.3
2021-12-26 15:42:57.107000,-18.1104,2021-12-26,-179.352,0.159,0.0,0.122,0.0,136.0,29.0,0.21,0.039,,6.1
2021-12-22 23:22:58.013000,18.8369,2021-12-22,-107.0706,0.119,0.0,0.03,0.0,93.5,12.5,0.135,0.02,,6.0
2021-12-20 20:10:31.310000,40.3901667,2021-12-20,-124.298,0.15,0.0,0.046,0.0,109.4,9.5,0.086,0.018,,6.2
